query_id,dam_size_gb,table_size_gb,migration_size_gb,migration_duration_ns
21,7.5,2.25,2.19834550190717,66100650.0
21,7.5,3.0,2.8257648842409253,83544824.0
21,7.5,3.75,3.5254488764330745,103829680.0
21,10.0,1.0,0.9394755428656936,63091279.0
21,10.0,2.0,1.9187525184825063,64132629.0
21,10.0,3.0,2.8257648842409253,83808369.0
21,10.0,4.0,3.805041859857738,112536597.0
21,10.0,5.0,4.7955091232433915,141603301.0
21,12.5,1.25,1.2190685262903571,80471401.0
21,12.5,2.5,2.476058249361813,82674980.0
21,12.5,3.75,3.5254488764330745,104509416.0
21,12.5,5.0,4.7955091232433915,141165061.0
21,12.5,6.25,4.7955091232433915,141148468.0
22,2.5,0.25,0.06906495615839958,3237931.0
22,2.5,0.5,0.48624370247125626,14889039.0
22,2.5,0.75,0.7385181151330471,26872433.0
22,2.5,1.0,0.7796236872673035,27939974.0
22,2.5,1.25,0.7796236872673035,27875714.0
22,5.0,0.5,0.48624370247125626,14965767.0
22,5.0,1.0,0.7796236872673035,27996422.0
22,5.0,1.5,0.7796236872673035,27845603.0
22,5.0,2.0,0.7796236872673035,28026661.0
22,5.0,2.5,0.7796236872673035,28004431.0
22,7.5,0.75,0.7385181151330471,26671913.0
22,7.5,1.5,0.7796236872673035,27990840.0
22,7.5,2.25,0.7796236872673035,27915751.0
22,7.5,3.0,0.7796236872673035,27900640.0
22,7.5,3.75,0.7796236872673035,27837831.0
22,10.0,1.0,0.7796236872673035,28353467.0
22,10.0,2.0,0.7796236872673035,28092679.0
22,10.0,3.0,0.7796236872673035,27931469.0
22,10.0,4.0,0.7796236872673035,28068898.0
22,10.0,5.0,0.7796236872673035,28063147.0
22,12.5,1.25,0.7796236872673035,27840728.0
22,12.5,2.5,0.7796236872673035,28012416.0
22,12.5,3.75,0.7796236872673035,28030615.0
22,12.5,5.0,0.7796236872673035,28055164.0
22,12.5,6.25,0.7796236872673035,27969794.0
